500,115,0.022394524656009475
500,200,0.0
500,400,0.06113557819953247
600,115,0.02603700316829859
600,200,0.02830443657759088
600,400,0.027699901517947396
700,115,0.05908427655611508
700,200,0.0285918997921045
700,400,0.049151220856520926
800,115,0.04211072940479243
800,200,0.05060155870319975
800,400,0.0
500,115,0.04386563584786132
500,200,0.0283871112461065
500,400,0.0
600,115,0.05582109859959669
600,200,0.0533717563437144
600,400,0.030026746951089277
700,115,0.06327133286922383
700,200,0.035607800296375815
700,400,0.04276569167616607
800,115,0.031215992174649633
800,200,0.04674522560273289
800,400,0.02922538729214333
500,115,0.05806953830232176
500,200,0.01831094330318077
500,400,0.05136096643415251
600,115,0.0546678247298257
600,200,0.038475153292472836
600,400,0.001196307059898377
700,115,0.0630005331704486
700,200,0.05358180559756502
700,400,0.035401001043525164
800,115,0.05324725100672954
800,200,0.042109116752019865
800,400,0.03601408112163149
